USAF,WBAN,name,country,lat,lon,elev,BEGIN,END,in_target,role,in_original_144
260381,99999,PARNU,Estonia,58.417,24.467,47.0,2004-07-13,2025-08-24,True,target,False
262420,99999,TARTU,Estonia,58.307,26.69,66.8,1948-01-01,2025-08-24,True,target,False
261450,99999,TILRIKOJA,Estonia,58.867,26.95,34.0,1955-01-01,2025-08-24,True,target,False
261350,99999,TURI,Estonia,58.817,25.417,65.0,1955-01-01,2025-08-24,True,target,False
261410,99999,VALKE-MAARJA,Estonia,59.133,26.233,123.0,1962-12-11,2025-08-24,True,target,False
262330,99999,VILJANDI,Estonia,58.367,25.6,86.0,1959-01-01,2025-08-24,True,target,False
027680,99999,HEINOLA ASEMANTAUS,Finland,61.2,26.05,92.0,2008-01-15,2025-08-24,True,target,False
029390,99999,ILOMANTSI MEKRIJARVI,Finland,62.767,30.983,156.5,2003-03-30,2025-08-24,True,target,False
029290,99999,JOENSUU,Finland,62.663,29.608,121.3,1952-01-01,2025-08-24,True,target,False
027710,99999,JOUTSA LEIVONMAKI SAVENAHO,Finland,61.883,26.1,146.0,2008-01-15,2025-08-24,True,target,False
027910,99999,JUUKA NIEMELA,Finland,63.233,29.233,115.0,2008-01-15,2025-08-24,True,target,False
027360,99999,JUVA PARTALA,Finland,61.9,27.883,111.5,2009-07-01,2025-08-24,True,target,False
029670,99999,KOTKA HAAPASAARI,Finland,60.283,27.183,5.5,2004-08-03,2025-08-24,True,target,False
029760,99999,KOTKA RANKKI,Finland,60.383,26.967,13.1,1952-01-01,2025-08-24,True,target,False
028300,99999,KOUVOLA ANJALA,Finland,60.7,26.817,33.0,2008-01-15,2025-08-24,True,target,False
029170,99999,KUOPIO,Finland,63.007,27.798,98.5,1906-01-01,2025-08-24,True,target,False
027880,99999,KUOPIO MAANINKA,Finland,63.15,27.317,91.3,2008-01-15,2025-08-24,True,target,False
027320,99999,KUOPIO RITONIEMI,Finland,62.8,27.9,87.0,2009-07-01,2025-08-24,True,target,False
029650,99999,LAHTI LAUNE,Finland,60.967,25.633,78.7,1973-01-01,2025-08-17,True,target,False
029580,99999,LAPPEENRANTA,Finland,61.045,28.144,106.4,1973-01-01,2025-08-24,True,target,False
029190,99999,LAPPEENRANTA HIEKKAPAKKA,Finland,61.2,28.467,77.0,1973-01-01,2025-08-24,True,target,False
027330,99999,LAPPEENRANTA KONNUNSUO,Finland,61.033,28.567,46.4,2009-07-01,2025-08-24,True,target,False
027960,99999,LIEKSA LAMPELA,Finland,63.317,30.05,98.0,2008-01-15,2025-08-24,True,target,False
027930,99999,LIPERI TUISKAVANLUOTO,Finland,62.55,29.667,79.5,2008-01-15,2025-08-24,True,target,False
029920,99999,LOVIISA ORRENGRUND,Finland,60.283,26.45,3.5,2004-08-03,2025-08-24,True,target,False
029470,99999,MIKKELI,Finland,61.687,27.202,100.3,1973-01-01,2025-08-24,True,target,False
027340,99999,PARIKKALA KOITSANLAHTI,Finland,61.45,29.467,75.0,2009-07-01,2025-08-24,True,target,False
029910,99999,PORVOO EMASALO,Finland,60.2,25.633,27.1,2004-08-03,2025-08-24,True,target,False
027590,99999,PORVOO HARABACKA,Finland,60.4,25.6,23.5,2008-01-16,2025-08-24,True,target,False
029870,99999,PORVOO KALLBADAGRUND,Finland,59.983,25.6,23.3,1982-10-01,2025-08-24,True,target,False
027720,99999,RANTASALMI RUKKASLUOTO,Finland,62.067,28.567,80.0,2008-01-15,2025-08-24,True,target,False
027890,99999,RAUTAVAARA YLA-LUOSTA,Finland,63.383,28.667,165.5,2008-01-16,2025-08-24,True,target,False
029480,99999,SAVONLINNA,Finland,61.943,28.945,94.8,1984-08-13,2025-08-24,True,target,False
027780,99999,SAVONLINNA PUNKAHARJU,Finland,61.8,29.317,79.5,2008-01-15,2025-08-24,True,target,False
028320,99999,TOHMAJARVI KEMIE,Finland,62.233,30.35,90.0,2008-01-15,2025-08-24,True,target,False
029660,99999,UTTI,Finland,60.896,26.938,103.3,1973-01-01,2025-08-24,True,target,False
027980,99999,VALTIMO KK,Finland,63.667,28.833,115.0,2008-01-15,2025-08-24,True,target,False
028340,99999,VIEREMA KAARAKKALA,Finland,63.833,27.217,207.6,2008-01-16,2025-08-24,True,target,False
028310,99999,VIROLAHTI KOIVUNIEMI,Finland,60.533,27.667,5.0,2008-01-15,2025-08-24,True,target,False
270080,99999,BABAEVO,Russia,59.4,35.9,137.0,1936-12-31,2025-08-24,True,target,True
260690,99999,BELOGORKA,Russia,59.35,30.133,90.0,1959-01-01,2025-08-24,True,target,True
229390,99999,BELOZERSK,Russia,60.017,37.75,131.0,1932-01-01,2025-08-24,True,target,True
262980,99999,BOLOGOE,Russia,57.9,34.03,188.0,1959-08-07,2025-08-18,True,target,True
262910,99999,BOROVICI,Russia,58.417,33.9,89.0,1959-01-01,2025-08-24,True,target,True
263810,99999,DEMJANSK,Russia,57.65,32.467,62.0,1959-01-01,2025-08-24,True,target,True
262680,99999,DNO,Russia,57.817,29.95,71.0,1936-12-31,2025-08-24,True,target,True
260990,99999,EFIMOVSKAJA,Russia,59.5,34.7,176.0,1959-01-01,2025-08-24,True,target,True
261570,99999,GDOV,Russia,58.733,27.833,40.0,1936-12-31,2025-08-24,True,target,True
228450,99999,KARGOPOL',Russia,61.5,38.933,126.0,1959-01-01,2025-08-24,True,target,True
260590,99999,KINGISEPP,Russia,59.367,28.6,19.0,1948-01-01,2025-08-24,True,target,True
260800,99999,KIRISHI,Russia,59.45,32.033,26.0,1983-10-02,2025-08-24,True,target,True
227270,99999,KONDOPOGA,Russia,62.167,34.3,38.0,1959-01-01,2025-08-24,True,target,True
262850,99999,KRESTCY,Russia,58.267,32.533,63.0,1959-01-01,2025-08-24,True,target,True
260780,99999,LJUBAN',Russia,59.35,31.233,39.0,1948-01-01,2025-08-24,True,target,True
229130,99999,LODEJNOE POLE,Russia,60.717,33.55,23.0,1959-01-01,2025-08-24,True,target,True
272080,99999,MAKSATIKHA,Russia,57.8,35.883,142.0,1988-12-01,2025-08-24,True,target,True
227210,99999,MEDVEZEGORSK,Russia,62.917,34.433,81.0,1948-01-01,2025-08-24,True,target,True
261670,99999,NIKOLAEVSKOE,Russia,58.567,29.8,91.0,1955-03-01,2025-08-24,True,target,True
229170,99999,NOVAJA LADOGA,Russia,60.117,32.317,9.0,1959-01-01,2025-08-24,True,target,True
261790,99999,NOVGOROD,Russia,58.517,31.25,24.0,1932-01-01,2025-08-24,True,target,True
271080,99999,OHONY,Russia,58.567,35.633,145.0,1959-01-01,2025-08-24,True,target,True
229120,99999,OLONEC,Russia,60.983,32.983,12.0,1959-01-01,2025-08-24,True,target,True
263890,99999,OSTASKOV,Russia,57.133,33.117,218.0,1959-01-02,2025-08-22,True,target,True
228200,99999,PETROZAVODSK,Russia,61.817,34.267,110.0,1932-01-01,2025-08-24,True,target,True
262580,99999,PSKOV,Russia,57.784,28.396,46.9,1953-02-16,2025-08-24,True,target,True
228310,99999,PUDOZ,Russia,61.8,36.583,44.0,1947-10-02,2025-08-24,True,target,True
260630,99999,PULKOVO,Russia,59.8,30.263,24.1,1931-04-01,2025-08-24,True,target,True
260720,99999,SHLISSEL'BURG,Russia,59.933,31.0,17.0,1959-01-01,2025-08-24,True,target,True
228020,99999,SORTAVALA,Russia,61.717,30.717,19.0,1917-01-01,2025-08-24,True,target,True
262750,99999,STARAYA RUSSA,Russia,58.017,31.317,25.0,1955-01-01,2025-08-24,True,target,True
262640,99999,STRUGI KRASNYE,Russia,58.267,29.1,129.0,1959-01-01,2025-07-05,True,target,True
227170,99999,SUOYARVI,Russia,62.1,32.383,156.0,1959-01-01,2025-08-24,True,target,True
260940,99999,TIHVIN,Russia,59.65,33.55,61.0,1932-01-01,2025-08-24,True,target,True
271060,99999,USTYUZHNA,Russia,58.85,36.433,125.0,1959-01-01,2025-08-24,True,target,True
228050,99999,VALAAM,Russia,61.367,30.883,16.0,1959-01-01,2025-08-24,True,target,True
229250,99999,VINNICY,Russia,60.633,34.783,111.0,1959-01-01,2025-08-24,True,target,True
260670,99999,VOLOSOVO,Russia,59.433,29.5,129.0,1959-01-01,2025-08-21,True,target,True
228920,99999,VYBORG,Russia,60.717,28.733,13.0,1906-01-01,2025-08-24,True,target,True
263930,99999,VYSNIJ VOLOCEK,Russia,57.55,34.567,169.0,1932-01-01,2025-08-19,True,target,True
228370,99999,VYTEGRA,Russia,61.017,36.45,56.0,1932-01-12,2025-08-24,True,target,True
